time,ax,ay,az,aT
31.134,0.4764,0.4551,0.0872,0.665
31.143,0.477,0.4555,0.0872,0.665
31.153,0.0095,-0.323,0.8175,0.879
31.162,-0.452,-0.2771,0.0908,0.538
31.173,0.0586,0.4591,0.0178,0.463
31.181,0.6055,0.037,0.6283,0.873
31.194,0.6051,0.0373,0.6283,0.873
31.201,0.0272,-0.3137,-1.1686,1.21
31.214,-0.6847,-0.3257,-0.6838,1.021
31.222,-0.6947,0.1085,-0.266,0.752
31.233,-0.0734,0.8954,-0.5437,1.05
31.241,0.0153,-0.3659,1.0832,1.143
31.256,-0.6911,-0.6842,-1.536,1.818
31.267,-0.6026,-1.1856,0.3051,1.365
31.274,-0.0805,0.4864,-0.3568,0.609
31.281,0.0594,0.605,0.8008,1.005
31.294,-0.3743,-0.728,-0.3292,0.882
31.301,-0.5247,-0.4298,-0.1987,0.707
31.313,-0.733,-0.474,0.1772,0.891
31.321,-0.3446,0.3113,0.0421,0.466
31.333,0.2957,0.2219,0.1667,0.405
31.342,0.6789,0.342,0.3511,0.837
31.353,-0.1199,-0.5127,0.6863,0.865
31.361,-0.1498,0.2022,-0.8316,0.869
31.373,0.0969,1.127,0.545,1.256
31.382,-0.1188,0.8838,0.7689,1.177
31.393,1.1635,0.3929,-0.0271,1.228
31.402,0.3209,-0.4952,0.7618,0.964
31.413,-0.3281,0.1679,-1.5822,1.625
31.423,-0.004,0.2991,-0.7705,0.827
31.433,-0.0549,0.535,-0.2054,0.576
31.441,-0.3308,-0.1193,-0.7956,0.87
31.453,-0.1257,-1.1031,1.455,1.83
31.462,-0.1136,0.179,-2.7803,2.788
31.474,-0.4915,0.1083,-0.7118,0.872
31.482,0.0009,0.5748,-0.738,0.935
31.493,0.0868,-0.3424,-0.2292,0.421
31.501,-0.1538,-0.6033,-0.435,0.76
31.513,-0.206,-0.1806,-1.2802,1.309
31.521,0.2568,0.2736,-0.2566,0.455
31.533,0.3602,0.7219,0.4197,0.909
31.541,0.6229,0.4122,0.4114,0.853
31.553,0.065,-0.2511,0.3958,0.473
31.561,0.0101,0.3156,-0.5056,0.596
31.573,-0.0047,0.8869,0.5442,1.041
31.586,0.4102,0.3548,-0.3093,0.624
31.593,0.2311,-0.1686,-0.3392,0.444
31.601,0.1693,-0.582,-0.581,0.84
31.613,0.6372,-0.4574,1.1261,1.372
31.621,-0.5359,0.3752,-0.9402,1.145
31.633,-0.2189,0.7601,-0.0999,0.797
31.641,0.3376,0.5675,0.2151,0.694
31.653,-0.594,-0.6981,0.1133,0.924
31.661,0.1055,-1.1342,1.4397,1.836
31.673,-0.1386,0.4341,-1.2382,1.319
31.681,-0.0367,0.1486,0.7477,0.763
31.693,0.234,0.157,-0.5523,0.62
31.701,-0.5885,-0.6208,0.397,0.943
31.713,-0.2454,-0.1207,-0.3081,0.412
31.721,0.6341,0.4545,0.318,0.842
31.733,0.5294,1.0023,0.1732,1.147
31.741,0.2597,-0.4136,0.1229,0.504
31.753,-0.2536,-0.7237,-0.2733,0.814
31.762,-0.147,-0.0776,-0.6456,0.667
31.773,0.3707,0.3319,0.1492,0.519
31.784,0.3695,0.3319,0.1492,0.519
31.793,0.0083,-0.4558,-0.4769,0.66
31.801,-0.4784,-0.81,-0.6984,1.172
31.813,-0.3533,-0.5036,0.0809,0.62
31.822,0.8887,0.1827,1.1667,1.478
31.834,-0.2582,0.3227,-0.1897,0.455
31.842,-0.626,-0.5158,-0.7045,1.074
31.853,0.0456,-0.6532,-0.9115,1.122
31.862,-0.4669,-0.604,0.1826,0.785
31.873,0.4995,0.061,1.3007,1.395
31.881,-0.0217,0.1711,-0.701,0.722
31.893,-0.3921,-0.5884,0.0101,0.707
31.901,0.2609,-0.2484,-0.762,0.843
31.915,0.3153,-0.0511,0.3884,0.503
31.922,0.2434,0.2762,1.0036,1.069
31.933,-0.2097,0.0316,0.0962,0.233
31.941,-0.2554,-0.4406,0.7462,0.903
31.953,0.089,-0.5367,0.4696,0.719
31.962,-0.0312,-0.2303,0.0901,0.249
31.992,-0.1216,0.0621,-0.6054,0.621
32.012,0.0369,0.4983,0.2672,0.567
32.018,-0.0862,-0.7065,1.1639,1.364
32.02,-0.8304,-0.9372,-1.9821,2.344
32.022,-1.2308,-0.5562,-1.3153,1.885
32.024,-0.5742,0.2224,-0.5227,0.808
32.033,0.2387,0.2358,0.2376,0.411
32.042,0.111,-0.3018,1.005,1.055
32.053,-0.1165,-0.4524,-0.4446,0.645
32.061,-0.6906,-0.5701,-0.5762,1.065
32.073,0.6061,0.6847,-0.2708,0.954
32.082,1.4678,0.4052,1.3801,2.055
32.093,0.1913,-0.0613,0.9179,0.94
32.102,-0.2352,-0.3821,-0.2709,0.524
32.113,-0.5959,-0.2769,-0.7569,1.002
32.123,0.6902,0.8156,0.0272,1.069
32.133,0.662,0.1665,0.6162,0.92
32.142,-0.4465,0.1508,-0.6912,0.837
32.153,-0.2207,-0.4089,-0.7427,0.876
32.162,-0.6474,-0.5728,-0.198,0.887
32.173,-0.0775,0.5458,-0.4841,0.734
32.182,0.4884,0.6169,0.5969,0.988
32.194,0.012,-0.589,-0.1117,0.6
32.202,0.1675,-0.5506,0.1684,0.6
32.214,-0.088,0.1081,-1.3053,1.313
32.222,-0.5886,-0.0012,-0.8157,1.006
32.233,-0.2305,0.1935,-0.1919,0.357
32.241,0.2729,0.2655,-0.0614,0.386
32.253,0.0197,-0.6124,0.5958,0.855
32.262,-0.2958,-0.1422,-1.3196,1.36
32.273,-0.2742,0.3488,-0.776,0.894
32.281,0.0785,1.0005,-0.2684,1.039
32.293,0.7868,0.5835,0.0177,0.98
32.302,-0.0476,-0.2358,0.2559,0.351
32.313,-0.4211,-0.1069,-1.0298,1.118
32.321,-0.1246,0.3468,0.2499,0.445
32.333,0.7747,0.9123,0.4858,1.292
32.342,0.7094,0.6059,0.0369,0.934
32.353,-0.078,-0.2951,-0.5498,0.629
32.363,0.1229,0.0051,-0.7401,0.75
32.375,0.6794,0.9097,0.8628,1.426
32.382,0.6201,0.5885,0.0487,0.856
32.394,-0.3075,-0.5756,0.0833,0.658
32.402,-0.3422,-0.6383,-0.7116,1.015
32.413,0.2849,-0.2367,0.2628,0.454
32.421,0.1429,0.4924,0.2712,0.58
32.433,-0.0962,0.5581,0.6374,0.853
32.442,0.2697,0.0621,-0.6901,0.744
32.453,0.3549,-0.442,1.2958,1.414
32.462,0.8478,0.236,0.0125,0.88
32.473,0.7973,0.5044,-0.3156,0.995
32.482,0.3617,0.852,-0.1433,0.937
32.493,0.4541,-0.0023,-0.4977,0.674
32.502,0.5408,-0.6693,0.4707,0.981
32.514,0.203,-0.1441,1.0943,1.122
32.522,0.6135,0.7077,-0.4537,1.041
32.533,0.2726,0.5596,0.2969,0.69
32.542,0.3178,0.046,0.3639,0.485
32.554,-0.2934,-0.2597,0.5483,0.674
32.562,-0.2132,-0.2218,-0.6333,0.704
32.574,0.2739,0.4677,-0.4609,0.711
32.581,0.436,0.3617,0.1077,0.577
32.593,-0.067,-0.6125,0.1125,0.626
32.602,-0.6146,-0.9455,-0.3472,1.18
32.613,-0.541,-0.5821,-0.9541,1.242
32.623,0.637,0.7126,-0.1844,0.973
32.634,-0.1862,0.2871,-0.0731,0.35
32.641,-0.409,-0.1714,-0.2024,0.487
32.653,0.2525,-0.2178,-0.3461,0.481
32.661,0.4979,-0.6876,1.5454,1.763
32.673,-0.126,-0.055,-0.5448,0.562
32.681,0.1426,0.5221,-0.2648,0.602
32.694,-0.2558,-0.3602,-0.0385,0.443
32.703,-0.5478,-0.4993,-0.2803,0.792
32.713,-0.7247,-0.6116,-0.43,1.041
32.722,-0.2834,0.0249,1.2088,1.242
32.734,0.243,0.4014,-1.1064,1.202
32.742,-0.3671,-0.4198,0.7012,0.896
32.753,-0.5011,-0.4427,-0.4708,0.818
32.762,-0.4302,-0.4444,0.4307,0.754
32.773,-0.0438,0.2826,-0.2697,0.393
32.782,0.3641,0.6408,0.4618,0.87
32.793,0.5651,0.3799,0.0799,0.686
32.802,-0.2074,-0.6223,0.3612,0.749
32.814,-0.0867,0.1946,-0.4205,0.471
32.822,0.4428,0.5404,0.3756,0.793
32.833,-0.1562,-0.0388,0.8221,0.838
32.842,-0.1048,0.2239,-0.4971,0.555
32.853,-0.058,-0.5769,-0.102,0.589
32.862,-0.7461,-0.5383,-0.6491,1.126
32.874,0.7254,0.4214,1.052,1.346
32.882,0.3327,0.017,0.7767,0.845
32.893,0.4141,0.6905,-0.5773,0.991
32.902,-0.4281,-0.529,-0.4564,0.819
32.914,-0.3673,-0.177,-0.5749,0.705
32.922,-0.1101,0.4529,-0.5892,0.751
32.934,0.6504,0.2451,1.9426,2.063
32.942,0.0028,0.1132,-1.9132,1.917
32.954,-0.9528,-0.9988,-0.9113,1.654
32.962,-0.4842,-0.8271,-0.2121,0.982
32.974,-0.0659,0.1569,-0.1283,0.213
32.986,0.1526,0.0675,-0.2564,0.306
32.993,-0.4653,-0.322,0.0967,0.574
33.002,-0.4957,-0.6142,-0.2444,0.826
33.013,-0.514,-0.3053,-0.3354,0.685
33.022,0.1874,0.4953,-0.1235,0.544
33.033,0.5918,0.5653,0.4751,0.946
33.041,0.0404,0.0536,0.3123,0.319
33.055,0.5088,-0.2758,0.0202,0.579
33.062,-0.149,-0.0538,-0.8585,0.873
33.073,-0.2714,0.1453,-0.6813,0.748
33.081,0.5286,0.568,-0.4407,0.892
33.094,-0.0194,-0.2917,0.5756,0.646
33.102,-0.7622,0.0108,-1.9179,2.064
33.114,-0.7046,-0.5318,-1.2571,1.536
33.122,-0.5269,0.2186,-0.7363,0.931
33.133,-0.326,0.3013,-0.0958,0.454
33.142,-0.1255,-1.0804,0.6693,1.277
33.153,-0.4518,-0.6035,-1.9847,2.123
33.162,-0.69,-0.8508,0.1594,1.107
33.173,-0.0586,-0.0259,-0.293,0.3
33.182,0.1155,0.8629,1.0994,1.402
33.193,-0.1791,-0.5652,0.1705,0.617
33.202,-0.4762,-0.5628,-0.5489,0.919
33.213,0.0005,-0.3262,-0.0903,0.338
33.222,-0.4297,-0.0863,-0.2866,0.524
33.234,0.6904,0.8249,0.2414,1.102
33.242,0.3765,0.1202,0.0403,0.397
33.253,0.0384,0.2406,0.4557,0.517
33.262,-0.2903,-0.0016,0.433,0.521
33.274,0.0765,0.6588,-0.5199,0.843
33.282,0.7341,0.8734,0.2582,1.17
33.294,-0.1205,-0.053,-0.0339,0.136
33.302,0.5198,-0.7141,1.265,1.543
33.313,-0.5596,-0.2797,-0.3392,0.712
33.322,-0.5815,0.7834,-1.0121,1.406
33.333,0.0825,0.4497,-0.089,0.466
33.342,-0.4338,-0.1841,-0.3822,0.607
33.354,0.1046,-0.9586,0.8245,1.269
33.361,-0.2906,-0.3822,-1.6583,1.726
33.374,0.3013,0.2953,0.2128,0.473
33.382,0.3677,0.7016,-0.3797,0.878
33.393,0.7104,0.3238,-0.3007,0.837
33.402,0.276,-0.491,0.5217,0.768
33.419,0.0727,-0.0385,-1.0191,1.022
33.423,0.4874,0.9077,0.6365,1.211
33.434,0.7218,0.709,0.8352,1.312
33.443,0.4739,-0.0857,0.1288,0.499
33.456,-0.2548,-0.308,-0.695,0.802
33.463,0.1775,0.3869,-0.8004,0.907
33.475,0.1766,0.4358,1.1425,1.235
33.488,-0.0505,0.5368,-1.6588,1.744
33.505,-0.2924,-0.5383,-0.8124,1.018
33.513,-0.472,-0.5882,-0.6257,0.98
33.521,0.8239,-0.2136,0.836,1.193
33.529,-0.1777,0.4228,0.7006,0.837
33.54,0.2047,0.9492,0.3307,1.026
33.555,0.1804,0.6853,-0.1876,0.733
33.576,0.4582,0.0216,-0.7418,0.872
33.579,0.8527,-0.7,1.3172,1.718
33.587,0.1842,0.1493,0.3451,0.419
33.59,0.6621,0.9013,-0.4224,1.195
33.596,0.0295,-0.0329,-0.5397,0.541
33.604,0.2166,-0.5501,-0.1375,0.607
33.617,0.278,-0.1161,0.1259,0.326
33.624,0.4332,0.8553,-0.5817,1.121
33.634,0.6259,-0.1456,0.5735,0.861
33.642,-0.1874,-0.3233,0.4442,0.58
33.654,-0.584,-0.6269,-0.8368,1.198
33.662,-0.5472,-0.356,-0.5519,0.855
33.674,0.4491,0.0973,-0.1748,0.492
33.682,0.0277,0.3798,0.6392,0.744
33.694,-0.1587,-0.081,-0.6585,0.682
33.703,-0.4762,-0.9032,-1.1721,1.554
33.715,-0.3889,-0.1879,0.3231,0.539
33.723,0.334,0.4343,0.2967,0.623
33.734,0.8673,0.2113,0.6223,1.088
33.744,-0.6847,-0.5844,-0.9363,1.299
33.754,-0.8031,-0.9249,-1.1123,1.655
33.767,-0.3337,-0.4555,-0.339,0.659
33.774,1.0454,0.4381,0.7408,1.354
33.782,0.2534,0.5959,0.5552,0.853
33.794,-0.0752,-0.0125,0.603,0.608
33.802,0.3671,-0.3971,-0.3546,0.647
33.815,0.1231,0.2246,1.0723,1.102
33.822,0.2736,0.7093,0.6605,1.007
33.836,0.3274,0.3928,0.3935,0.645
33.843,-0.3059,-0.5491,0.4462,0.771
33.857,-0.359,-0.5243,-0.1703,0.658
33.865,-0.5703,-0.4704,-0.3918,0.837
33.884,-0.3105,-0.0211,-0.5845,0.662
33.887,0.1311,0.1844,0.2367,0.327
33.896,0.0604,-0.5269,0.2319,0.579
33.904,-0.3194,-0.8932,-0.6887,1.172
33.914,-0.7719,-0.5662,-0.7773,1.233
33.922,-0.2894,0.3308,-1.2562,1.331
33.934,0.2429,0.4651,0.6867,0.864
33.943,0.4921,-0.0876,0.3839,0.63
33.954,0.1645,-0.5154,-0.1919,0.574
33.963,-0.5788,-0.5589,-1.1987,1.444
33.974,0.2163,0.0634,-0.4613,0.513
34.009,0.9201,0.4988,0.7801,1.305
34.011,0.1375,-0.2443,0.1193,0.305
34.013,-0.1933,-0.1335,-0.6924,0.731
34.016,-0.8641,-0.5726,-0.4853,1.145
34.023,-0.0774,0.7441,-0.1178,0.757
34.035,0.2895,0.2099,0.3072,0.471
34.044,-0.2915,-0.6481,-0.7942,1.066
34.055,-0.1934,-0.6347,-0.2686,0.716
34.063,-0.3796,-0.5377,-0.4554,0.8
34.076,0.2663,0.6422,0.4736,0.841
34.083,0.3305,0.3519,0.1887,0.518
34.094,0.0181,-0.3962,0.215,0.451
34.107,-0.2262,-0.5567,0.0642,0.604
34.114,-0.3979,-0.5168,-0.5727,0.868
34.122,-0.4246,0.8848,-0.5739,1.137
34.134,-0.0784,0.7979,0.5251,0.958
34.142,0.4364,0.061,1.0686,1.156
34.154,0.073,-0.363,-0.7462,0.833
34.162,0.011,-0.1693,-0.8491,0.866
34.175,-0.1626,0.4485,-0.1931,0.515
34.183,-0.1378,0.9804,0.0536,0.992
34.195,0.1613,0.3541,-0.4815,0.619
34.203,-0.0661,-0.7152,1.556,1.714
34.214,-0.4227,0.0366,-1.6403,1.694
34.223,-0.3457,0.5091,-0.1582,0.635
34.237,-0.142,0.4842,-0.5149,0.721
34.253,0.3149,0.0367,0.3914,0.504
34.257,-0.4145,-0.0985,-0.4741,0.637
34.264,-0.0932,0.2626,-1.2007,1.233
34.274,0.0351,0.5182,-0.8966,1.036
34.281,0.2391,0.4709,-0.2058,0.567
34.293,0.4812,0.3306,-0.0968,0.592
34.302,-0.2575,-0.5052,-0.4655,0.734
34.313,-0.1451,-0.4156,-0.0525,0.443
34.322,-0.0023,0.7439,0.09,0.749
34.334,0.5296,0.4,1.2812,1.443
34.342,0.618,0.0431,0.788,1.002
34.354,0.4088,-0.481,1.4966,1.624
34.362,0.3175,0.1333,0.2348,0.417
34.379,0.3761,0.7188,-0.7648,1.115
34.389,-0.131,0.7407,-0.444,0.873
34.397,-0.0975,-0.1568,-0.7456,0.768
34.406,0.1808,-0.522,-0.5552,0.783
34.416,0.8604,0.0716,1.9826,2.162
34.43,0.0252,0.5755,-1.7656,1.857
34.443,-0.0375,0.6606,0.1018,0.669
34.445,0.2781,-0.2495,-0.6511,0.751
34.456,-0.2324,-0.7405,0.5245,0.937
34.463,-0.4031,-0.3735,-0.7085,0.897
34.475,0.466,0.597,0.3162,0.821
34.482,0.3356,0.4908,0.0816,0.6
34.494,-0.3208,-0.7248,-0.4057,0.89
34.502,-0.1824,-0.847,-0.3638,0.94
34.514,-0.2118,-0.3431,-0.7229,0.828
34.523,0.3824,0.7534,-0.1556,0.859
34.535,0.2717,1.0482,-0.3291,1.132
34.543,-0.1082,-0.2535,-0.4835,0.557
34.556,-0.5267,-0.7827,-0.7828,1.226
34.563,0.4783,-0.3629,-0.5769,0.833
34.575,0.6393,0.1475,1.6221,1.75
34.584,-0.1389,0.6072,-1.209,1.36
34.599,-0.2959,-0.0256,-0.0886,0.31
34.608,-0.5845,-0.5016,-0.8499,1.147
34.615,-0.3702,-0.9537,0.5687,1.171
34.623,0.3731,-0.816,1.561,1.801
34.637,0.0882,-0.0339,-1.202,1.206
34.642,-0.0891,-0.6272,0.2129,0.668
34.654,-0.252,-0.8264,-1.0273,1.342
34.662,-0.3345,0.0897,0.5085,0.615
34.674,-0.1651,0.4195,0.1242,0.468
34.683,0.0892,0.292,0.3085,0.434
34.696,-0.3313,-0.4724,0.7251,0.927
34.704,-0.2863,-0.6005,-0.0243,0.666
34.716,0.3184,0.1872,0.0787,0.378
34.722,0.9179,1.0614,0.2091,1.419
34.738,0.5394,0.8309,1.4385,1.747
34.743,-0.2721,0.1918,-0.1009,0.348
34.755,-0.2451,-0.6002,-1.7062,1.825
34.764,-0.8022,-1.1551,-1.1987,1.848
34.775,-0.4423,0.1001,0.269,0.527
34.784,0.4443,-0.2929,1.4649,1.559
34.8,-0.4484,0.0214,-1.0347,1.128
34.809,-0.9041,-0.726,-0.9713,1.513
34.819,-0.7921,-0.3486,-0.6156,1.062
34.823,-0.2089,0.5585,-0.6108,0.854
34.835,0.6239,-0.0321,1.3274,1.467
34.845,-0.5098,-0.3877,-1.0189,1.203
34.869,-0.7756,-0.9854,-0.0671,1.256
34.897,-0.4101,-0.5474,-1.0032,1.214
34.899,-0.3988,-0.5381,-1.003,1.206
34.9,0.4236,0.4048,0.74,0.944
34.909,-0.522,-0.3109,-0.9239,1.106
34.91,-0.7575,-0.5718,0.1117,0.956
34.914,-0.0654,-0.1214,0.2088,0.25
34.925,0.4065,0.8931,0.1048,0.987
34.934,0.4084,0.8924,0.1048,0.987
34.942,0.174,0.0514,0.4077,0.446
34.954,-0.2562,-0.1977,0.5166,0.61
34.964,-0.226,0.129,-2.0787,2.095
34.974,-0.1234,0.3214,-0.8444,0.912
35.007,0.1664,0.7332,-0.7893,1.09
35.01,0.6844,0.3545,-0.3356,0.841
35.012,-0.8152,-0.0609,-0.6397,1.038
35.015,-0.4432,0.0574,-0.915,1.018
35.023,-0.0004,0.7847,-0.1044,0.792
35.034,0.4991,1.1344,-0.0432,1.24
35.042,1.5717,0.3322,0.6045,1.716
35.053,1.5615,0.3192,0.6044,1.705
35.063,0.4497,0.2879,-0.2588,0.593
35.074,0.1436,0.4368,0.0488,0.462
35.082,1.0522,0.562,0.7791,1.425
35.093,1.0421,0.5515,0.779,1.413
35.102,-0.1641,-0.2964,-0.7187,0.795
35.113,-0.4143,-0.5583,-0.3045,0.759
35.121,-0.4296,0.155,-0.4362,0.632
35.133,0.4584,0.655,-0.3392,0.868
35.142,-0.4072,-0.4174,-0.4075,0.711
35.154,0.0868,-0.6175,0.2629,0.677
35.163,-0.1984,-0.2272,0.7657,0.823
35.174,-0.143,0.5403,-1.2143,1.337
35.183,0.0047,0.5582,-0.4278,0.703
35.195,0.0053,0.5566,-0.4278,0.702
35.206,0.1734,-0.7539,0.2701,0.819
35.219,0.3434,-0.2644,0.725,0.845
35.257,0.1993,0.3907,-0.5823,0.729
35.258,0.4702,0.608,0.3455,0.843
35.259,0.8803,0.2049,-0.4566,1.013
35.311,0.3963,-0.7103,1.0816,1.353
35.313,-0.1477,-0.208,-0.8746,0.911
35.315,0.11,0.7417,0.2123,0.779
35.319,-0.0055,0.858,-0.1636,0.874
35.322,0.4594,0.0265,0.344,0.575
35.325,0.0667,-0.4305,0.4661,0.638
35.328,0.3105,0.0181,-0.573,0.652
35.33,0.421,0.615,0.8731,1.148
35.334,0.77,0.8765,0.5343,1.283
35.343,0.2095,-0.4054,0.1596,0.483
35.354,-0.6364,-0.8623,-0.6089,1.233
35.363,-0.2112,-0.8859,-0.8975,1.279
35.375,-0.2127,-0.883,-0.8975,1.277
35.383,-0.5789,-0.4726,-0.3409,0.821
35.395,-0.2333,-0.5182,-0.2081,0.605
35.403,-0.2732,-0.5007,-0.9192,1.082
35.414,0.1169,-0.769,1.4497,1.645
35.423,0.547,0.0465,0.9277,1.078
35.434,-0.113,-0.2531,-0.1774,0.329
35.442,0.2584,-0.2304,-0.0278,0.347
35.454,-0.2299,-0.3223,-0.2565,0.472
35.462,0.4943,0.425,-0.4804,0.81
35.473,0.4494,0.6077,1.3595,1.555
35.482,0.264,0.5797,-0.095,0.644
35.493,0.0583,-0.1758,0.2174,0.286
35.502,0.2531,-0.1602,-0.2818,0.411
35.513,0.2514,-0.1607,-0.2818,0.41
35.522,0.1921,0.2791,0.1839,0.385
35.533,0.0821,0.8674,1.0218,1.343
35.542,0.5489,0.2316,-0.3345,0.683
35.554,-0.1265,-0.8289,0.3383,0.904
35.562,-0.312,-0.0447,-0.7068,0.774
35.573,0.212,0.2075,-0.1741,0.344
35.583,0.2039,0.0977,0.0989,0.247
35.594,-0.3472,-0.3376,-0.5248,0.714
35.602,-0.9533,-0.9624,-1.1952,1.807
35.614,-0.4131,-0.3616,-0.5667,0.789
35.622,-0.4783,-0.3199,1.1068,1.247
35.633,0.5999,0.2038,-0.3644,0.731
35.723,-0.0522,-0.4999,-0.7056,0.866
35.73,-0.8043,-1.0417,-0.9367,1.615
35.739,-0.5419,-0.0832,-0.7092,0.896
35.745,0.0785,0.7329,-0.7056,1.02
35.766,0.5203,0.4276,1.7317,1.858
35.768,-0.3731,0.1741,-0.9858,1.068
35.772,-0.3552,-0.1798,-0.8241,0.915
35.774,-0.1168,0.0483,-0.2231,0.256
35.776,0.0867,0.5084,0.4186,0.664
35.777,0.1475,0.4481,-0.4793,0.672
35.777,-0.5388,-0.5806,-0.3679,0.873
35.778,-0.483,-0.8778,-0.4337,1.092
35.778,-0.3484,-0.2339,-0.703,0.819
35.779,0.4979,0.716,-0.1607,0.887
35.781,0.3617,0.5826,0.3014,0.749
35.795,-0.0581,-0.744,-0.1702,0.765
35.803,-0.3427,-0.7889,-0.6933,1.105
35.813,-0.3075,-0.3332,-0.5258,0.694
35.822,-0.196,0.175,-0.6478,0.699
35.833,0.8278,0.4995,1.2316,1.566
35.845,0.2097,-0.3537,-0.5545,0.69
35.854,0.0139,-0.6192,-0.8909,1.085
35.861,-1.0717,-0.3244,-1.2943,1.711
35.876,-0.3468,0.415,-0.4228,0.686
35.882,0.8016,0.6027,-0.7543,1.255
35.895,0.6657,0.2335,1.1036,1.31
35.903,-0.2824,-0.0818,-1.8102,1.834
35.913,-0.6464,-0.3145,-0.4659,0.857
35.921,-0.2852,0.3173,-0.746,0.859
35.936,0.3822,0.1716,0.3746,0.562
35.942,-0.5479,-0.3622,-0.4897,0.819
35.952,-0.662,-0.7438,-0.8656,1.319
35.962,-0.6487,-0.6376,-0.5351,1.055
35.974,0.4381,0.7288,-0.1963,0.873
35.995,0.4662,0.324,0.3904,0.689
35.997,-0.085,-0.398,0.2252,0.465
36.002,-0.4039,-0.3002,-0.1818,0.535
36.016,0.5498,0.2642,-0.0501,0.612
36.021,0.2709,1.002,0.552,1.176
36.032,0.3265,1.1937,0.1606,1.248
36.041,1.1286,0.5347,-0.3219,1.29
36.052,0.6801,-0.1906,1.7251,1.864
36.061,-0.36,0.3867,-1.2151,1.325
36.073,0.0261,0.7604,0.2142,0.79
36.081,0.0201,0.703,-0.1173,0.713
36.093,0.1954,-0.0645,0.103,0.23
36.102,-0.069,-0.8889,1.3228,1.595
36.113,-0.4321,0.1469,-2.0339,2.084
36.123,-0.0881,0.3352,0.2358,0.419
36.134,-0.2726,0.0899,-0.7457,0.799
36.332,-0.2583,0.4401,-0.1314,0.527
36.335,-0.0519,0.3797,-0.3014,0.488
36.337,0.5522,0.0981,0.3499,0.661
36.339,0.4638,-0.3424,0.0267,0.577
36.342,0.7023,-0.0863,1.5134,1.671
36.343,-0.0827,0.8252,-1.6673,1.862
36.345,-0.3784,0.6781,-0.1506,0.791
36.347,-0.2624,-0.0922,-0.1649,0.323
36.349,-0.8052,-0.5366,-1.0566,1.433
36.35,0.6466,0.3342,1.9302,2.063
36.351,-0.0839,0.3405,-1.0566,1.113
36.354,-0.2392,-0.405,-0.0079,0.47
36.355,0.1889,0.4531,-0.3394,0.597
36.357,0.4035,-0.4513,0.7572,0.969
36.449,0.0626,0.1113,0.5644,0.579
36.451,0.4242,0.8996,0.2639,1.029
36.453,0.2315,0.5241,0.4304,0.717
36.455,-0.0827,-0.7379,0.4376,0.862
36.457,-0.4714,-0.855,-0.1071,0.982
36.458,-0.0707,0.0387,-0.6194,0.625
36.46,0.5351,0.6057,-0.155,0.823
36.461,-0.1221,0.4254,0.4424,0.626
36.462,-0.1756,-0.3915,-1.54,1.599
36.463,-0.8066,-1.1472,-0.9654,1.703
36.464,0.1465,-0.4053,-0.7667,0.88
36.473,0.3362,0.31,-0.082,0.465
36.481,-0.0587,0.3321,0.8409,0.906
36.493,-0.3685,-0.6275,-0.9188,1.172
36.502,-0.767,-0.952,-0.6124,1.367
36.514,-0.4132,-0.3213,0.2256,0.57
36.522,0.6925,-0.3481,1.249,1.47
36.533,-0.0845,-0.1652,-1.0435,1.06
36.542,0.3747,-0.0812,0.2469,0.456
36.552,-0.0663,-0.6981,-0.5025,0.863
36.562,0.048,-0.1633,1.2452,1.257
36.573,0.2808,0.5527,0.2012,0.652
36.581,0.268,0.1212,0.8297,0.88
36.594,-0.1579,-0.6837,0.5723,0.906
36.602,0.0697,-0.6889,0.1161,0.702
36.613,-0.3483,-0.2714,-0.3592,0.569
36.621,-0.0774,0.3241,-0.0983,0.347
36.632,0.3162,0.0485,1.076,1.123
36.641,-0.0925,-0.214,0.353,0.423
36.652,-0.7774,-0.4571,-1.6127,1.848
36.661,-0.8647,-0.7811,-1.6486,2.019
36.672,0.0835,0.7404,0.08,0.749
36.681,0.7278,0.0975,0.262,0.78
36.693,-0.3391,-0.4836,-0.0193,0.591
36.701,-0.6185,-0.6908,-0.8238,1.24
36.712,-0.7228,-0.7074,-1.0177,1.435
36.721,0.0353,0.6301,0.2346,0.673
36.733,0.43,-0.2885,1.3946,1.488
36.741,-0.4787,-0.4567,-0.7135,0.973
36.753,-0.598,-0.5569,0.0766,0.821
36.762,-0.6944,-0.61,-0.14,0.935
36.774,0.0117,1.0758,0.1858,1.092
36.782,0.7022,0.861,1.0023,1.496
36.793,-0.25,-0.1685,0.0315,0.303
36.802,-0.5459,-0.7309,-0.2355,0.942
36.813,0.1648,0.255,0.1944,0.361
36.822,0.5245,0.849,0.368,1.064
36.833,0.4746,0.6097,0.6361,1.001
36.842,-0.3575,-0.3576,0.3368,0.608
36.853,0.0663,-0.6451,0.4637,0.797
36.862,-0.4857,-0.0762,-0.9357,1.057
36.874,0.1198,0.7395,-0.1995,0.775
36.882,0.4424,0.7848,0.2279,0.929
36.894,0.0993,0.0432,0.8756,0.882
36.902,0.5497,-0.3574,0.5224,0.838
36.913,-0.1145,0.4178,-0.1887,0.473
36.922,-0.5071,0.0506,-0.2174,0.554
36.933,0.2784,0.7197,0.1058,0.779
36.942,0.9579,0.4015,-0.4652,1.138
36.954,-0.0261,-0.292,1.2849,1.318
36.962,0.5576,0.7037,-1.0064,1.349
36.973,-0.4195,0.5359,-0.0931,0.687
