time,accel1_x,accel1_y,accel1_z,accel2_x,accel2_y,accel2_z
95460,36.0,197.0,-233.0,36.0,197.0,-233.0
95470,-127.0,149.0,-255.0,-127.0,149.0,-255.0
95480,17.0,24.0,-254.0,17.0,24.0,-254.0
95490,81.0,28.0,-224.0,81.0,28.0,-224.0
95500,-48.0,200.0,-274.5,-48.0,200.0,-274.5
95510,-48.0,242.0,-316.5,64.5,452.5,-317.0
95530,16.0,0.0,-312.0,16.0,0.0,-312.0
95540,-94.0,-231.5,-465.5,-94.0,-231.5,-465.5
95550,16.0,-252.0,-478.0,16.0,-252.0,-478.0
95560,10.0,3.0,-486.5,10.0,259.0,-502.5
95570,4.0,258.0,-495.0,4.0,258.0,-495.0
95580,90.5,128.0,-364.0,90.5,128.0,-364.0
95590,1.0,0.0,-250.0,1.0,0.0,-250.0
95600,-247.5,-248.0,-247.5,-247.5,-248.0,-247.5
95610,-240.0,-256.0,-256.0,-230.0,-512.0,-256.0
95620,141.0,253.5,-366.0,141.0,253.5,-366.0
95630,-89.0,185.0,-446.0,-89.0,185.0,-446.0
95640,-41.5,293.0,-351.0,-122.0,401.0,-255.0
95650,182.0,19.0,-431.0,182.0,19.0,-431.0
95660,12.0,141.0,-508.0,12.0,141.0,-508.0
95670,-288.0,-511.0,-499.0,-318.0,-479.0,-510.0
95680,-338.5,-495.5,-481.0,-338.5,-495.5,-481.0
95690,-511.0,-352.0,-460.0,-510.0,-192.0,-464.0
95700,-248.0,129.0,-470.5,-248.0,129.0,-470.5
95710,10.0,384.0,-235.0,10.0,384.0,-235.0
95720,-496.0,6.0,-492.0,-496.0,6.0,-492.0
95730,-128.0,48.0,-192.0,-128.0,48.0,-192.0
95740,4.0,129.0,-480.0,4.0,129.0,-480.0
95750,-237.5,64.5,-492.0,-239.5,0.0,-490.0
95760,-503.0,224.0,-255.0,-503.0,224.0,-255.0
95770,-183.0,2.0,-247.0,-187.5,60.0,-341.5
95780,68.0,120.0,-512.0,68.0,120.0,-512.0
95790,8.0,96.0,-380.0,8.0,96.0,-380.0
95800,32.0,-247.0,-332.0,32.0,-247.0,-332.0
95810,168.5,-150.0,-415.5,205.0,-118.0,-496.0
95820,64.0,-512.0,-510.0,64.0,-512.0,-510.0
95830,34.0,-256.0,-444.5,12.5,-256.0,-372.0
95840,-92.0,72.0,-464.0,-92.0,72.0,-464.0
95850,114.0,384.0,-448.0,101.0,160.0,-447.0
95860,0.0,92.0,-377.5,0.0,92.0,-377.5
95870,0.0,308.0,-254.0,0.0,308.0,-254.0
95880,-90.0,233.5,-303.0,-97.0,233.0,-293.0
95890,4.0,256.0,-236.0,4.0,256.0,-236.0
95900,0.0,0.0,-510.0,0.0,0.0,-510.0
95910,68.0,-512.0,-310.0,68.0,-512.0,-310.0
95920,130.0,-468.0,-264.0,130.0,-468.0,-264.0
95930,19.0,386.0,-476.0,19.0,386.0,-476.0
95940,16.0,4.0,-252.0,16.0,4.0,-252.0
95950,2.0,67.0,-448.0,2.0,67.0,-448.0
95960,22.0,-510.0,-510.0,30.0,-510.0,-495.0
95970,34.0,-512.0,-480.0,34.0,-512.0,-480.0
95980,231.0,384.5,-379.5,231.0,384.5,-379.5
95990,0.0,511.0,-247.0,4.0,431.0,-248.0
96000,4.0,431.0,-248.0,4.0,431.0,-248.0
96010,178.5,231.0,-271.5,178.5,231.0,-271.5
96020,348.0,171.0,-416.0,64.0,-512.0,-476.0
96030,32.0,-470.0,-494.0,32.0,-470.0,-494.0
96040,0.0,-82.0,-511.0,0.0,-82.0,-511.0
96050,42.0,296.0,-506.0,321.0,417.0,-256.0
96060,321.0,417.0,-256.0,321.0,417.0,-256.0
96070,-55.0,64.0,-211.5,-55.0,64.0,-211.5
96080,-116.0,128.0,-232.0,-116.0,128.0,-232.0
96090,-78.0,-99.0,-303.0,-78.0,-99.0,-303.0
96100,-224.0,-220.0,-240.0,-254.0,0.0,-506.0
96110,-46.5,163.0,-467.5,-46.5,163.0,-467.5
96120,147.0,165.0,-418.0,147.0,165.0,-418.0
96130,124.0,128.0,-286.0,124.0,128.0,-286.0
96140,129.0,1.0,-496.0,129.0,1.0,-496.0
96150,-53.5,-217.5,-488.0,-53.5,-217.5,-488.0
96160,16.0,8.0,-448.0,16.0,8.0,-448.0
96170,16.0,8.0,-448.0,-192.0,12.0,-252.0
96180,-63.0,6.0,-278.0,-63.0,6.0,-278.0
96190,-186.0,83.0,-512.0,-186.0,83.0,-512.0
96200,-8.5,210.5,-507.0,169.0,338.0,-502.0
96210,-128.0,230.0,-255.0,-128.0,230.0,-255.0
96220,33.0,403.0,-192.0,33.0,403.0,-192.0
96230,224.0,0.0,-384.0,224.0,0.0,-384.0
96240,-7.5,0.0,-445.5,-7.5,0.0,-445.5
96250,-276.0,-512.0,-496.0,-276.0,-512.0,-496.0
96260,11.0,-512.0,-511.0,11.0,-512.0,-511.0
96270,70.0,4.0,-252.0,70.0,4.0,-252.0
96280,35.0,90.0,-251.5,0.0,176.0,-251.0
96290,64.0,300.0,-232.0,64.0,300.0,-232.0
96300,131.0,411.0,-320.0,131.0,411.0,-320.0
96310,152.5,256.5,-270.0,174.0,102.0,-220.0
96320,0.0,3.0,-248.0,0.0,3.0,-248.0
96330,33.0,-512.0,-312.0,33.0,-512.0,-312.0
96340,256.0,-512.0,-416.0,256.0,-512.0,-416.0
96350,64.0,32.0,-510.0,64.0,32.0,-510.0
96360,165.5,40.0,-434.0,267.0,48.0,-358.0
96370,145.0,-236.0,-309.0,145.0,-236.0,-309.0
96380,260.0,130.0,-320.0,198.0,220.5,-142.0
96390,136.0,311.0,36.0,136.0,311.0,36.0
96400,24.0,256.0,-206.0,24.0,256.0,-206.0
96410,116.0,-512.0,-415.0,116.0,-512.0,-415.0
96420,416.0,-504.0,-439.0,416.0,-504.0,-439.0
96430,266.0,136.0,-378.0,266.0,152.0,-383.0
96440,276.0,296.0,-480.0,276.0,296.0,-480.0
96450,32.0,94.0,-248.0,32.0,94.0,-248.0
96460,272.0,33.0,-315.0,136.0,99.5,-285.5
96470,0.0,166.0,-256.0,0.0,166.0,-256.0
96480,3.5,-174.0,-256.0,3.5,-174.0,-256.0
96490,-64.0,-512.0,-288.0,146.0,-512.0,-336.0
96500,1.0,52.0,-489.0,1.0,52.0,-489.0
96510,0.0,16.0,-466.0,0.0,16.0,-466.0
96520,304.0,130.0,-183.0,304.0,130.0,-183.0
96530,-512.0,0.0,-188.0,-512.0,0.0,-188.0
96540,-496.0,20.0,-211.0,-496.0,20.0,-211.0
96550,-224.0,434.0,-256.0,-224.0,434.0,-256.0
96560,250.5,64.0,-428.0,250.5,64.0,-428.0
96570,0.0,-496.0,-475.0,9.0,50.0,-480.0
96580,9.0,50.0,-480.0,9.0,50.0,-480.0
96590,209.0,400.0,-424.0,177.0,455.5,-395.0
96600,-127.5,142.0,-372.5,-127.5,142.0,-372.5
96610,-512.0,4.0,-252.0,-496.0,6.0,-506.0
96620,-438.5,250.0,-373.0,-438.5,250.0,-373.0
96630,-424.5,329.0,-344.0,-424.5,329.0,-344.0
96640,-248.0,-384.0,-480.0,3.0,-436.0,-512.0
96650,97.5,-218.0,-512.0,97.5,-218.0,-512.0
96660,192.0,0.0,-512.0,49.0,289.0,-512.0
96670,88.5,461.5,-476.0,88.5,461.5,-476.0
96680,129.0,494.0,-512.0,13.0,47.0,-248.0
96690,-67.5,116.0,-339.5,-67.5,116.0,-339.5
96700,50.0,345.0,-448.0,50.0,345.0,-448.0
96710,32.0,224.0,0.0,32.0,224.0,0.0
96720,17.0,-512.0,-379.0,30.0,-512.0,-506.0
96740,131.0,-512.0,-441.0,131.0,-512.0,-441.0
96750,197.0,209.5,-239.0,197.0,209.5,-239.0
96760,103.0,235.0,-381.0,136.0,465.0,-505.0
96770,0.0,55.0,3.0,0.0,55.0,3.0
96780,188.5,84.5,11.5,188.5,84.5,11.5
96790,239.0,50.0,-286.0,239.0,50.0,-286.0
96800,278.5,-512.0,-314.0,384.0,-512.0,-343.0
96810,288.0,-512.0,-362.0,65.0,-512.0,-378.0
96820,20.0,72.0,-383.0,20.0,72.0,-383.0
96830,12.0,36.0,-383.0,12.0,36.0,-383.0
96840,4.0,136.0,-383.0,4.0,136.0,-383.0
96850,-87.5,160.0,17.0,-183.0,88.0,18.0
96860,268.0,-160.0,-504.0,268.0,-160.0,-504.0
96870,170.5,-73.0,-496.0,168.5,-246.0,-488.0
96880,32.0,-512.0,-508.0,32.0,-512.0,-508.0
96890,80.0,17.0,-288.0,80.0,17.0,-288.0
96900,-180.0,0.0,-479.0,-180.0,0.0,-479.0
96910,-351.0,320.0,-176.0,-351.0,320.0,-176.0
96920,29.5,42.0,-125.5,29.5,42.0,-125.5
96940,17.0,-511.0,-500.0,17.0,-511.0,-500.0
96950,1.0,-512.0,-510.0,1.0,-512.0,-510.0
96960,302.5,13.0,-323.5,308.0,26.0,-241.0
96970,1.0,264.5,-354.0,1.0,264.5,-354.0
96980,0.0,407.0,-192.0,0.0,407.0,-192.0
96990,340.0,190.0,-128.0,340.0,190.0,-128.0
97000,16.0,-508.0,-507.0,20.5,-510.0,-445.5
97010,26.0,-512.0,-512.0,26.0,-512.0,-512.0
97020,-126.0,0.0,-318.0,-126.0,0.0,-318.0
97030,0.0,22.0,-429.0,1.0,18.0,-446.0
97040,24.0,388.0,-464.0,24.0,388.0,-464.0
97050,16.5,255.5,-147.0,-109.5,255.5,-163.0
97060,-219.0,0.0,-480.0,-219.0,0.0,-480.0
97070,178.0,-106.0,-488.0,178.0,-106.0,-488.0
97080,0.0,-255.0,-432.0,0.0,-255.0,-432.0
97090,2.0,-511.0,-432.0,2.0,-511.0,-432.0
97100,112.0,-512.0,-502.0,152.5,-256.0,-244.0
97110,11.0,278.0,8.0,57.5,262.0,8.0
97120,112.0,16.0,0.0,112.0,16.0,0.0
97130,20.0,0.0,-416.0,20.0,0.0,-416.0
97140,4.0,161.0,-495.0,4.0,161.0,-495.0
97150,64.0,28.0,-232.0,64.0,28.0,-232.0
97160,-220.0,-248.0,-232.0,-220.0,-248.0,-232.0
97170,-64.0,202.5,-318.0,-64.0,202.5,-318.0
97180,68.0,187.0,-496.0,68.0,187.0,-496.0
97190,68.0,187.0,-496.0,112.0,354.0,-431.0
97200,28.5,306.0,-407.5,28.5,306.0,-407.5
97210,128.0,8.0,-256.0,4.0,144.0,-224.0
97220,156.0,266.5,-234.0,156.0,266.5,-234.0
97230,259.0,0.0,-384.0,259.0,0.0,-384.0
97240,-231.0,-512.0,-400.0,-231.0,-512.0,-400.0
97250,-47.5,-151.0,-371.0,-47.5,-151.0,-371.0
97260,0.0,356.0,-320.0,0.0,356.0,-320.0
97270,22.0,182.0,-392.5,22.0,182.0,-392.5
97280,209.0,331.0,11.0,192.0,363.0,1.0
97290,-86.0,66.0,-316.0,-86.0,66.0,-316.0
97300,93.5,-223.0,-350.0,93.5,-223.0,-350.0
97310,74.0,0.0,-384.0,74.0,0.0,-384.0
97320,-55.0,236.0,-496.0,-55.0,236.0,-496.0
97330,334.0,78.0,-480.0,334.0,78.0,-480.0
97340,186.0,33.0,-128.0,186.0,33.0,-128.0
97350,-352.0,225.0,2.0,-352.0,225.0,2.0
97360,136.0,1.0,-256.0,136.0,1.0,-256.0
97370,152.5,-512.0,-399.5,152.5,-512.0,-399.5
97380,129.0,0.0,-512.0,129.0,0.0,-512.0
97390,0.0,353.0,-256.0,128.5,177.0,-384.0
97400,1.0,0.0,-412.0,1.0,0.0,-412.0
97410,-126.0,5.0,6.0,-126.0,5.0,6.0
97420,72.0,164.0,-424.0,72.0,164.0,-424.0
97430,65.0,-512.0,-304.0,65.0,-512.0,-304.0
97440,10.5,-124.5,-511.5,10.5,-124.5,-511.5
97450,0.0,225.0,-320.0,0.0,225.0,-320.0
97460,161.5,472.5,-250.5,161.5,472.5,-250.5
97470,-96.0,229.0,-232.0,-96.0,229.0,-232.0
97480,-446.0,386.0,-183.0,-446.0,386.0,-183.0
97490,-319.0,-447.0,-371.5,-384.0,-512.0,-304.0
97500,166.0,-512.0,-479.0,166.0,-512.0,-479.0
97510,-111.0,-372.0,-295.0,-103.0,-240.0,-383.0
97520,195.0,475.5,-440.0,194.0,475.5,-407.0
97530,192.0,477.0,-318.0,196.0,511.0,-367.0
97540,-376.0,64.0,113.0,-376.0,64.0,113.0
97550,64.0,-512.0,-255.0,64.0,-512.0,-255.0
97560,64.0,-512.0,-512.0,64.0,-512.0,-512.0
97570,82.0,-512.0,-352.0,81.5,-256.0,-414.0
97580,32.5,0.0,-476.0,32.5,0.0,-476.0
97590,0.0,8.0,-480.0,0.0,8.0,-480.0
97600,51.0,356.0,-310.0,115.5,409.0,-272.0
97610,164.0,462.0,-248.0,164.0,462.0,-248.0
97620,153.0,39.0,-368.0,154.5,39.0,-368.0
97630,140.0,0.0,-480.0,140.0,6.0,-352.0
97640,-323.5,-511.5,-487.5,-323.5,-511.5,-487.5
97650,-238.0,-512.0,-464.0,-238.0,-512.0,-464.0
97660,-65.5,210.0,-436.5,-65.5,210.0,-436.5
97670,96.0,412.0,-508.0,96.0,412.0,-508.0
97680,2.0,355.0,-476.0,2.0,355.0,-476.0
97690,58.5,80.5,-456.0,105.5,32.0,-464.0
97700,201.0,338.0,-448.0,201.0,338.0,-448.0
97710,42.0,-209.5,-359.0,42.0,-209.5,-359.0
97720,12.0,0.0,-399.0,132.0,455.0,-368.0
97730,132.0,455.0,-368.0,275.0,67.0,-512.0
97740,-190.0,99.0,-448.0,-190.0,99.0,-448.0
97750,-208.0,0.0,-501.0,-208.0,0.0,-501.0
97760,55.0,85.0,-247.5,55.0,85.0,-247.5
97770,65.0,282.0,-480.0,320.0,0.0,-496.0
97780,292.0,0.0,-247.5,262.0,0.0,6.0
97790,351.0,108.0,-244.0,351.0,108.0,-244.0
97800,207.5,299.5,-344.0,207.5,299.5,-344.0
97810,80.0,64.0,-172.0,80.0,64.0,-172.0
97820,-78.0,16.0,-102.0,-78.0,16.0,-102.0
97830,265.0,128.0,0.0,265.0,128.0,0.0
97840,65.5,68.0,-75.5,162.5,229.0,42.0
97850,48.0,31.0,-216.0,48.0,31.0,-216.0
97860,-301.0,0.0,-512.0,-301.0,0.0,-512.0
97870,73.0,48.0,-375.0,32.0,32.0,-366.0
97880,489.0,358.0,-320.0,489.0,358.0,-320.0
97890,279.5,202.0,-464.0,279.5,-78.0,-336.0
97900,-477.0,-512.0,-448.0,-477.0,-512.0,-448.0
97910,20.0,0.0,-343.0,20.0,0.0,-343.0
97920,4.0,99.0,-440.0,4.0,99.0,-440.0
97930,0.0,0.0,-508.0,96.0,0.0,-384.0
97940,6.0,0.0,-368.0,6.0,0.0,-368.0
97950,-492.0,-190.0,-464.0,-492.0,-190.0,-464.0
97960,64.0,18.0,-243.0,64.0,18.0,-243.0
97970,36.0,50.0,-447.0,36.0,50.0,-447.0
97980,-192.0,38.0,-223.0,-288.0,21.0,-351.0
97990,-508.0,-312.0,-349.0,-508.0,-312.0,-349.0
98000,0.0,64.0,-383.0,0.0,64.0,-383.0
98010,166.5,-300.0,-319.0,150.5,-301.0,-326.5
98020,334.0,101.0,-363.0,334.0,101.0,-363.0
98030,144.0,109.0,-283.0,144.0,109.0,-283.0
98040,-30.0,210.0,-237.5,-30.0,210.0,-237.5
98050,36.0,153.0,-456.0,36.0,153.0,-456.0
98060,76.0,128.0,-507.5,76.0,128.0,-507.5
98070,-512.0,-256.0,-489.0,-384.0,265.0,-240.0
98080,20.0,261.0,-203.5,20.0,261.0,-203.5
98090,133.0,-191.0,-183.0,131.0,80.0,-512.0
98100,1.0,168.0,-512.0,1.0,168.0,-512.0
98110,103.0,0.0,-512.0,103.0,0.0,-512.0
98120,432.0,0.0,-506.0,432.0,0.0,-506.0
98130,6.5,-512.0,-189.0,6.5,-512.0,-189.0
98140,-380.0,-512.0,-332.0,-380.0,-512.0,-332.0
98150,433.0,25.0,-512.0,433.0,25.0,-512.0
98160,344.0,306.0,-512.0,344.0,306.0,-512.0
98170,210.5,147.5,-494.5,210.5,147.5,-494.5
98180,-127.5,66.0,-344.0,-127.5,66.0,-344.0
98190,-149.0,408.0,-237.0,-151.5,223.5,-174.0
98200,128.0,142.0,16.0,128.0,142.0,16.0
98210,64.0,209.0,-60.5,72.5,225.0,-88.5
98220,31.0,-119.0,-236.0,31.0,-119.0,-236.0
98230,36.0,-352.0,-506.0,36.0,-352.0,-506.0
98240,32.0,-512.0,-368.0,-256.0,-512.0,-352.0
98250,-68.66666666666667,-122.0,-466.6666666666667,-68.66666666666667,-122.0,-466.6666666666667
98260,48.0,0.0,-432.0,0.0,106.0,-256.0
98270,73.0,-420.0,-254.0,73.0,-420.0,-254.0
98280,86.5,-299.0,-349.5,86.5,-299.0,-349.5
98290,76.0,370.0,-253.0,76.0,370.0,-253.0
98300,18.0,240.0,-310.0,18.0,240.0,-310.0
98310,86.0,419.5,-247.5,86.0,419.5,-247.5
98320,210.0,209.0,-231.5,210.0,209.0,-231.5
98330,0.0,0.0,-488.0,0.0,0.0,-488.0
98340,32.0,0.0,-492.0,32.0,0.0,-492.0
98350,8.0,19.0,-382.0,8.0,19.0,-382.0
98360,0.0,408.0,-160.0,0.0,408.0,-160.0
98370,-72.0,-82.0,-352.0,-32.0,-84.0,-415.5
98380,23.0,210.0,-384.0,9.0,0.0,-512.0
98390,48.0,7.0,-376.0,48.0,7.0,-376.0
98400,122.0,1.0,-504.0,122.0,1.0,-504.0
98410,27.0,-128.0,-491.5,10.0,-374.0,-439.0
98420,84.0,258.0,-502.0,42.0,130.0,-503.0
98430,0.0,64.0,-456.0,0.0,64.0,-456.0
98440,65.0,304.0,-240.0,65.0,304.0,-240.0
98450,210.0,279.0,-228.0,210.0,279.0,-228.0
98460,35.0,256.0,-306.0,35.0,256.0,-306.0
98470,0.0,1.0,-208.0,0.0,0.0,-128.0
98480,-87.5,4.5,-207.0,133.0,-63.5,-351.0
98490,130.0,-480.0,-508.0,130.0,-480.0,-508.0
98500,-247.0,-492.0,-471.5,-224.0,-512.0,-431.0
98510,-160.0,-496.0,-512.0,-160.0,-496.0,-512.0
98520,352.0,16.0,-480.0,259.0,80.0,-234.0
98530,10.5,257.0,-347.0,10.5,257.0,-347.0
98540,4.0,117.0,-380.0,4.0,117.0,-380.0
98550,1.0,154.0,68.0,1.0,154.0,68.0
98560,36.0,8.0,-160.0,36.0,8.0,-160.0
98570,228.5,67.0,-487.0,228.5,67.0,-487.0
98580,89.0,202.5,-376.0,89.0,202.5,-376.0
98590,406.0,271.0,-504.0,274.0,8.0,-384.0
98600,142.5,-252.0,-448.0,143.0,-256.0,-446.0
98610,5.0,129.0,-448.0,133.0,135.0,-316.0
98620,24.0,278.0,-380.0,24.0,278.0,-380.0
98630,131.0,511.0,-252.0,131.0,511.0,-252.0
98640,421.0,292.0,-392.0,421.0,292.0,-392.0
98650,-80.0,124.0,-500.0,-80.0,124.0,-500.0
98660,-303.0,0.0,-240.0,128.0,18.0,-236.0
98670,256.0,87.0,-254.0,210.0,85.0,-382.0
98680,0.0,136.0,-349.0,0.0,136.0,-349.0
98690,0.0,-503.0,-368.0,-252.0,-448.0,-384.0
98700,-190.5,-168.0,-445.0,-190.5,-168.0,-445.0
98710,275.0,467.0,-512.0,275.0,467.0,-512.0
98720,35.0,28.0,-155.5,35.0,28.0,-155.5
98730,81.0,0.0,-510.0,133.0,0.0,-380.0
98740,172.0,0.0,-512.0,172.0,0.0,-512.0
98750,161.0,252.0,-510.0,161.0,252.0,-510.0
98760,4.0,4.0,-438.0,4.0,4.0,-438.0
98770,65.0,4.0,-424.0,80.0,4.0,-188.0
98780,-31.5,6.0,-251.0,-31.5,6.0,-251.0
98790,124.0,133.0,-320.0,124.0,133.0,-320.0
98800,140.0,0.0,-415.0,140.0,0.0,-415.0
98810,0.0,0.0,-318.0,0.0,0.0,-318.0
98820,48.0,45.0,-424.0,117.0,172.5,-448.0
98830,168.0,165.0,-511.0,168.0,165.0,-511.0
98840,-249.0,128.0,-449.5,-411.0,131.0,-445.5
98850,-428.0,81.0,-304.0,-428.0,81.0,-304.0
98860,12.0,8.0,-240.0,12.0,8.0,-240.0
98870,-171.0,-373.0,-232.5,-127.0,-242.0,-234.0
98880,114.0,78.0,-438.0,114.0,78.0,-438.0
98890,129.0,0.0,-488.0,129.0,0.0,-488.0
98900,133.5,-442.0,-342.0,133.5,-442.0,-342.0
98910,202.0,-499.0,-447.0,202.0,-499.0,-447.0
98920,162.0,54.5,-423.0,258.0,38.0,-447.0
98930,264.0,84.0,-317.0,264.0,84.0,-317.0
98940,-108.0,144.0,-176.0,21.0,224.0,-176.0
98950,28.0,180.0,-128.0,280.0,176.0,8.0
98960,9.0,432.0,74.0,13.0,416.0,10.0
98970,13.0,416.0,10.0,13.0,416.0,10.0
98980,2.0,-512.0,-352.0,2.5,-512.0,-367.0
98990,78.5,-495.0,-408.0,78.5,-495.0,-408.0
99000,26.0,162.0,-446.0,26.0,162.0,-446.0
99010,26.0,82.0,-252.0,60.0,272.0,-224.0
99020,166.0,37.5,-222.0,166.0,199.0,-286.0
99030,369.0,394.0,-494.0,369.0,394.0,-494.0
99040,292.0,391.5,-242.0,292.0,391.5,-242.0
99050,77.0,193.0,-248.0,77.0,193.0,-248.0
99060,6.5,-22.0,-425.0,6.5,-22.0,-425.0
99070,8.0,16.0,-512.0,8.0,16.0,-512.0
99080,-376.0,16.0,-510.0,-434.0,-512.0,-510.0
99090,-221.0,-248.0,-454.0,-221.0,-248.0,-454.0
99100,0.0,-240.0,-510.0,0.0,-240.0,-510.0
99110,82.0,-253.5,-491.0,80.0,4.5,-475.0
99120,20.0,292.0,-512.0,0.0,420.0,-382.0
99130,10.0,110.0,-380.0,10.0,110.0,-380.0
99140,-207.0,-148.5,-391.0,-207.0,-148.5,-391.0
99160,32.0,9.0,-468.0,16.0,264.0,-506.0
99170,128.5,145.0,-241.0,32.5,145.0,-241.0
99180,-374.0,-190.0,-487.5,-374.0,-190.0,-487.5
99190,-254.0,0.0,-368.0,-254.0,0.0,-368.0
99200,-190.0,81.0,-363.0,-252.0,81.0,-346.0
99210,-512.0,-512.0,-471.0,-512.0,-512.0,-471.0
99220,-512.0,0.0,-252.0,129.0,0.0,-490.0
99230,-23.0,200.0,-493.0,-79.0,200.0,-477.5
99240,-224.0,-181.0,-364.0,-224.0,-181.0,-364.0
99250,332.0,140.0,-173.0,332.0,140.0,-173.0
99260,87.0,-113.5,-316.0,87.0,-113.5,-316.0
99270,-160.0,-115.0,-432.0,-159.0,205.0,-208.0
99280,162.0,154.0,-87.0,162.0,154.0,-87.0
99290,188.0,0.0,88.0,60.0,-512.0,-384.0
99300,80.0,-512.0,-351.0,80.0,-512.0,-351.0
99310,30.5,-320.0,-507.5,23.0,-64.0,-507.0
99320,6.0,294.0,-246.0,6.0,294.0,-246.0
99330,69.0,409.0,-256.0,69.0,409.0,-256.0
99340,19.0,426.0,-252.0,19.0,216.0,-244.0
99350,18.0,91.0,64.0,18.0,91.0,64.0
99360,149.0,144.0,18.0,149.0,144.0,18.0
99370,292.0,-512.0,-224.0,292.0,-512.0,-224.0
99380,220.0,-478.5,-440.0,220.0,-478.5,-440.0
99390,-416.0,-512.0,-399.0,36.0,-512.0,-431.0
99400,6.0,0.0,-486.5,6.0,0.0,-486.5
99410,71.0,-512.0,-402.0,71.0,-512.0,-402.0
99420,129.0,-112.0,-337.0,50.5,202.5,-368.0
99430,54.0,117.0,64.0,54.0,117.0,64.0
99440,-229.5,0.0,-182.0,-229.5,0.0,-182.0
99450,48.0,0.0,-427.0,48.0,0.0,-427.0
99460,268.0,17.0,-472.0,268.0,17.0,-472.0
99470,4.0,4.0,-179.0,4.0,4.0,-179.0
99480,-128.0,-192.0,-207.0,-6.0,-192.0,-247.0
99490,20.0,-352.0,-366.0,20.0,-352.0,-366.0
99500,30.0,0.0,-448.0,4.0,0.0,-428.0
99510,130.0,-256.0,-440.0,130.0,-256.0,-440.0
99520,0.0,0.0,-496.0,0.0,0.0,-496.0
99530,0.0,0.0,-496.0,0.0,0.0,-496.0
99540,21.0,419.0,-512.0,14.0,402.0,-512.0
99550,-512.0,1.0,-480.0,-512.0,1.0,-480.0
99560,-224.0,20.0,-251.0,-224.0,20.0,-251.0
99570,64.0,266.0,-474.0,64.0,266.0,-474.0
99580,0.0,266.0,-477.0,-490.0,452.0,-461.0
99590,363.5,238.0,-503.0,363.5,238.0,-503.0
99600,337.0,0.0,-494.0,337.0,0.0,-494.0
99610,128.5,-512.0,-428.0,128.5,-512.0,-428.0
99620,209.0,-304.0,-480.0,209.0,-304.0,-480.0
99630,21.5,110.0,-371.0,21.5,110.0,-371.0
99640,96.0,384.0,-374.0,72.0,242.0,-375.0
99650,72.0,242.0,-375.0,-176.0,0.0,-224.0
99660,204.5,231.5,56.0,204.5,231.5,56.0
99670,64.0,434.0,0.0,18.0,-512.0,-128.0
99680,98.0,-504.0,-171.5,100.0,-504.0,-235.0
99690,392.0,0.0,-239.0,392.0,0.0,-239.0
99700,136.0,0.0,-376.0,136.0,0.0,-376.0
99710,-115.0,-512.0,-251.5,-115.0,-512.0,-251.5
99720,188.0,126.0,-320.0,188.0,126.0,-320.0
99730,99.0,139.0,-312.0,99.0,139.0,-312.0
99740,260.0,0.0,-463.0,260.0,0.0,-463.0
99750,262.0,258.0,-487.0,262.0,258.0,-487.0
99760,72.0,212.0,-412.0,72.0,212.0,-412.0
99770,-382.0,8.0,-416.0,-382.0,8.0,-416.0
99780,17.0,4.0,-256.0,17.0,4.0,-256.0
99790,86.5,42.5,-254.5,100.0,33.0,-254.0
99800,-168.0,106.0,-320.0,-168.0,106.0,-320.0
99810,24.0,34.5,-304.0,32.0,32.0,-288.0
99820,64.0,-436.0,-512.0,64.0,-436.0,-512.0
99830,0.0,34.0,-460.0,0.0,34.0,-460.0
99840,4.0,74.0,-496.0,144.0,74.0,-448.0
99850,16.0,0.0,-187.0,16.0,0.0,-187.0
99860,-92.0,134.0,-351.0,-92.0,134.0,-351.0
99870,-101.0,180.5,-478.5,-101.0,180.5,-478.5
99880,-254.0,64.0,-408.0,-254.0,64.0,-408.0
99890,298.0,274.0,-424.0,298.0,274.0,-424.0
99900,-180.0,-478.0,-447.0,-172.0,-495.0,-443.0
99910,142.0,0.0,-445.0,142.0,0.0,-445.0
99920,44.0,0.0,-192.0,74.0,0.0,32.0
99930,40.0,-256.0,-350.0,40.0,-256.0,-350.0
99940,133.0,117.0,-351.0,133.0,117.0,-351.0
99950,4.0,511.0,192.0,20.0,417.5,96.5
99960,20.0,0.0,-255.0,128.0,130.0,-255.0
99970,41.0,0.0,-247.0,5.0,0.0,-249.0
99980,4.0,128.0,-384.0,4.0,128.0,-384.0
99990,417.0,92.0,-175.0,224.5,84.5,-219.5
100000,-80.0,0.5,-355.0,-80.0,0.5,-355.0
100010,8.0,0.0,-474.0,8.0,0.0,-474.0
100020,1.0,0.0,-358.0,1.0,0.0,-358.0
100030,236.5,33.0,-507.5,263.5,33.0,-511.5
100040,364.0,64.0,-512.0,100.0,0.0,-511.0
100050,6.0,256.0,-493.0,6.0,256.0,-493.0
100060,162.5,290.0,-498.5,182.5,314.0,-498.5
100070,106.0,305.0,-512.0,106.0,305.0,-512.0
100080,84.0,225.0,-156.5,84.0,225.0,-156.5
100090,8.0,291.0,-62.0,8.0,291.0,-62.0
100100,76.0,-120.0,-301.0,76.0,-120.0,-301.0
100110,-143.0,-512.0,-378.0,-143.0,-512.0,-378.0
100120,-278.5,-512.0,-357.0,-278.5,-512.0,-357.0
100130,16.0,-380.0,-499.0,16.0,-380.0,-499.0
100140,40.5,-7.5,-253.5,40.5,-7.5,-253.5
100150,65.0,368.0,-255.0,193.0,368.0,-256.0
