time,accel1_x,accel1_y,accel1_z,accel2_x,accel2_y,accel2_z
100160,-494.0,244.0,-182.0,-494.0,244.0,-182.0
100170,-320.0,0.0,-496.0,-320.0,0.0,-496.0
100180,-334.5,-191.5,-352.0,-334.5,-191.5,-352.0
100190,-349.0,-383.0,-208.0,35.0,-383.0,-238.0
100200,33.5,145.5,-339.5,33.5,145.5,-339.5
100210,-312.0,0.0,-415.0,-312.0,0.0,-415.0
100220,-312.0,0.0,-415.0,0.0,38.0,-376.0
100230,-151.5,83.5,-254.5,-151.5,83.5,-254.5
100240,16.0,38.0,-512.0,24.0,300.0,-448.0
100250,15.5,186.0,-439.0,15.5,186.0,-439.0
100260,-512.0,-243.0,-243.0,-512.0,-243.0,-243.0
100270,-222.0,-184.0,-226.0,3.0,-156.0,-208.0
100280,-222.0,410.0,64.0,-222.0,410.0,64.0
100290,49.0,56.0,-172.0,49.0,56.0,-172.0
100300,128.0,-512.0,-384.0,128.0,-512.0,-384.0
100310,99.0,-509.5,-434.5,41.0,-509.5,-498.5
100320,5.0,67.0,-302.0,5.0,67.0,-302.0
100330,330.0,439.0,-250.0,330.0,439.0,-250.0
100340,171.0,475.0,-240.5,12.0,475.0,-219.5
100350,213.5,110.0,-120.0,20.0,110.0,0.0
100360,76.0,0.0,-190.0,76.0,0.0,-190.0
100370,54.0,5.0,-512.0,54.0,5.0,-512.0
100380,69.0,257.0,-408.0,69.0,257.0,-408.0
100390,2.0,-512.0,-348.5,3.0,-512.0,-377.0
100400,128.0,72.0,-374.0,128.0,72.0,-374.0
100410,80.5,84.0,-379.0,36.5,80.0,-384.0
100420,220.0,242.0,-240.0,220.0,242.0,-240.0
100430,34.0,332.0,-512.0,34.0,332.0,-512.0
100440,-116.0,0.0,-492.0,-116.0,0.0,-492.0
100450,73.0,104.0,-384.0,260.0,192.0,-256.0
100460,-56.0,34.0,-231.5,-24.0,-98.0,-230.5
100470,-56.0,34.0,-238.0,-56.0,34.0,-238.0
100480,-504.0,0.0,-344.0,-504.0,0.0,-344.0
100490,164.0,0.0,-480.0,164.0,0.0,-480.0
100500,-496.0,-512.0,-448.0,-496.0,-512.0,-448.0
100510,14.0,257.0,-512.0,21.0,128.5,-512.0
100520,-254.0,71.0,-280.5,-254.0,71.0,-280.5
100530,-512.0,126.0,-255.0,-512.0,126.0,-255.0
100540,-239.5,347.0,-266.0,-239.5,347.0,-266.0
100550,17.0,183.0,-316.0,17.0,183.0,-316.0
100560,-382.0,-512.0,-448.0,-382.0,-512.0,-448.0
100570,-508.0,-240.0,-480.0,-508.0,-240.0,-480.0
100580,25.0,-216.0,-429.5,25.0,-216.0,-429.5
100590,16.0,-512.0,-475.0,16.0,-512.0,-475.0
100600,0.0,0.0,-300.0,0.0,0.0,-300.0
100610,0.0,511.0,26.0,136.0,511.0,31.5
100620,19.0,22.0,-479.0,19.0,22.0,-479.0
100630,220.5,18.5,-311.5,220.5,18.5,-311.5
100640,61.0,8.0,-213.5,61.0,8.0,-213.5
100650,66.0,16.0,-252.0,83.0,256.0,32.0
100660,83.0,256.0,32.0,83.0,256.0,32.0
100670,114.0,-256.0,-410.0,114.0,-256.0,-410.0
100680,1.0,-512.0,-500.0,0.0,-414.0,-468.0
100690,94.5,-23.0,-213.0,94.5,-23.0,-213.0
100700,208.0,276.0,-256.0,208.0,276.0,-256.0
100710,-149.5,199.0,-124.0,-149.5,199.0,-124.0
100720,-256.0,6.0,-142.0,-256.0,6.0,-142.0
100730,-256.0,6.0,-142.0,-256.0,6.0,-142.0
100740,2.0,-470.5,-429.5,2.0,-470.5,-429.5
100750,-359.5,-512.0,-476.5,-352.0,-512.0,-480.0
100770,-155.0,0.0,-510.0,-155.0,0.0,-510.0
100780,34.5,397.0,-383.0,34.5,397.0,-383.0
100790,-492.0,256.0,-468.0,-492.0,256.0,-468.0
100800,-437.5,198.0,-354.0,-437.5,198.0,-354.0
100810,76.0,0.0,-208.0,76.0,0.0,-208.0
100820,0.0,274.0,2.0,0.0,274.0,2.0
100830,130.0,0.0,3.0,130.0,0.0,3.0
100840,113.0,0.0,-254.5,113.0,0.0,-254.5
100850,44.0,206.0,-244.0,44.0,206.0,-244.0
100860,384.0,16.0,-244.0,384.0,16.0,-244.0
100870,301.5,8.0,-233.5,301.5,8.0,-233.5
100880,0.0,429.0,-256.0,0.0,429.0,-256.0
100890,12.0,0.0,-504.0,12.0,0.0,-504.0
100900,-192.0,-512.0,-478.0,-192.0,-512.0,-478.0
100910,17.0,104.0,-414.0,17.0,104.0,-414.0
100920,-176.0,69.0,-431.0,-176.0,69.0,-431.0
100930,-184.0,163.5,-465.5,-192.0,258.0,-500.0
100940,48.0,481.0,51.0,48.0,481.0,51.0
100950,-255.0,-464.0,-508.0,-255.0,-464.0,-508.0
100970,64.0,0.0,-456.0,64.0,0.0,-456.0
100980,-399.0,-512.0,-351.0,-399.0,-512.0,-351.0
100990,19.0,56.0,-384.0,19.0,56.0,-384.0
101000,8.0,469.0,15.0,8.0,469.0,15.0
101010,105.5,292.5,-438.5,139.0,264.0,-512.0
101020,-383.0,-372.0,-444.0,-190.5,-265.5,-348.0
101030,2.0,-159.0,-252.0,2.0,-159.0,-252.0
101040,233.0,-512.0,-256.0,250.5,-256.0,-303.0
101050,268.0,0.0,-350.0,268.0,0.0,-350.0
101060,194.0,0.0,-246.0,194.0,0.0,-246.0
101070,196.0,0.0,-500.0,196.0,0.0,-500.0
101080,12.0,403.0,-496.0,12.0,403.0,-496.0
101090,283.0,128.5,-254.0,283.0,128.5,-254.0
101100,177.0,129.0,-252.0,177.0,129.0,-252.0
101110,119.0,272.0,-123.5,196.0,141.5,-184.0
101120,375.0,11.0,-244.0,375.0,11.0,-244.0
101130,213.0,-256.0,-440.0,213.0,-256.0,-440.0
101140,386.0,0.0,-468.0,64.0,16.0,-378.0
101150,64.0,16.0,-378.0,64.0,16.0,-378.0
101160,128.0,81.0,-496.0,128.0,81.0,-496.0
101170,0.0,418.0,-224.0,0.0,418.0,-224.0
101180,48.0,4.0,-430.0,48.0,4.0,-430.0
101190,-383.5,-366.0,-492.5,-383.5,-366.0,-492.5
101200,-512.0,-220.0,-477.0,-512.0,-220.0,-477.0
101210,-154.0,-128.0,-392.0,-154.0,-128.0,-392.0
101220,202.0,256.0,-480.0,202.0,256.0,-480.0
101230,20.5,349.0,-286.5,20.5,349.0,-286.5
101240,34.0,83.0,-256.0,0.0,-443.0,-256.0
101250,0.0,-443.0,-256.0,0.0,-443.0,-256.0
101260,140.0,112.5,-62.5,140.0,112.5,-62.5
101270,280.0,0.0,0.0,30.0,-512.0,-432.0
101280,204.5,-0.5,-414.0,204.5,-0.5,-414.0
101290,316.0,511.0,-316.0,316.0,511.0,-316.0
101300,154.0,480.0,-105.0,154.0,480.0,-105.0
101310,1.0,0.0,-472.0,194.0,0.0,-416.0
101320,226.5,49.0,-448.0,226.5,49.0,-448.0
101330,-126.5,-207.0,-407.0,-512.0,-512.0,-334.0
101340,64.0,0.0,-384.0,64.0,0.0,-384.0
101350,-224.0,147.5,-416.0,-256.0,147.5,-478.0
101370,368.0,460.0,-512.0,-190.0,320.0,-512.0
101380,-512.0,66.0,-510.0,-512.0,162.0,-509.0
101390,-364.0,115.0,-379.5,-364.0,115.0,-379.5
101400,-505.0,-512.0,-512.0,-505.0,-512.0,-512.0
101410,-452.0,0.0,-380.0,-452.0,0.0,-380.0
101420,17.0,0.0,-438.0,17.0,0.0,-438.0
101430,258.0,0.0,-512.0,258.0,0.0,-512.0
101440,135.0,0.0,-505.5,145.0,0.0,-501.5
101450,33.0,505.0,-482.0,33.0,505.0,-482.0
101460,8.0,393.0,-124.0,8.0,393.0,-124.0
101470,-218.0,36.0,-416.0,-218.0,36.0,-416.0
101480,9.0,332.0,48.0,9.0,332.0,48.0
101490,236.0,162.0,92.0,152.0,81.0,-38.0
101500,1.0,0.0,-424.0,1.0,0.0,-424.0
101510,0.0,-512.0,-404.0,0.0,-512.0,-404.0
101520,18.0,38.0,-313.0,18.0,38.0,-313.0
101530,4.0,0.0,-296.0,4.0,0.0,-296.0
101540,299.0,383.0,-248.0,299.0,383.0,-248.0
101550,2.0,208.0,-320.0,2.0,208.0,-320.0
101560,76.0,511.0,281.0,76.0,511.0,281.0
101570,-212.0,288.0,144.0,-212.0,288.0,144.0
101580,291.5,-503.0,-499.5,355.5,-246.5,-405.5
101590,448.0,17.0,-312.0,448.0,17.0,-312.0
101600,7.0,-500.0,-428.0,7.0,-500.0,-428.0
101610,16.0,-512.0,-506.0,16.0,-512.0,-506.0
101620,156.0,-26.0,-421.5,156.0,-26.0,-421.5
101630,23.0,460.0,-373.0,35.0,324.0,-373.0
101640,96.0,257.0,-342.0,96.0,257.0,-342.0
101650,3.0,52.0,-511.5,3.0,52.0,-511.5
101660,4.0,104.0,-511.0,24.0,200.0,-512.0
101670,-219.5,-221.0,-462.0,-226.5,-145.5,-462.0
101680,18.0,152.0,-412.0,18.0,152.0,-412.0
101690,-337.0,44.0,-372.5,-337.0,44.0,-372.5
101700,1.0,-494.0,-428.0,1.0,-512.0,-463.0
101710,-91.0,-446.0,-469.5,-91.0,-446.0,-469.5
101720,-143.0,128.0,-412.0,-143.0,128.0,-412.0
101730,-252.0,256.0,-447.0,-252.0,256.0,-447.0
101740,-160.5,402.5,-224.0,-160.5,402.5,-224.0
101750,-109.5,220.5,-85.5,-109.5,220.5,-85.5
101760,128.0,97.0,85.0,16.0,0.0,-172.0
101770,64.0,0.0,-254.0,64.0,0.0,-254.0
101780,54.5,-231.0,-251.0,53.0,82.0,-224.0
101790,-169.0,-512.0,9.0,-227.0,-512.0,10.0
101800,83.0,-512.0,-446.0,83.0,-512.0,-446.0
101810,33.0,131.0,-119.0,33.0,131.0,-119.0
101820,85.0,485.0,-280.0,85.0,485.0,-280.0
101830,81.0,0.0,-472.0,81.0,0.0,-472.0
101840,38.0,205.5,-359.5,123.0,4.5,-351.5
101850,101.5,36.5,-367.0,21.5,36.5,-239.0
101860,-60.0,1.0,-512.0,-60.0,1.0,-512.0
101870,-88.0,-111.0,-352.0,56.0,-223.0,-480.0
101880,-252.0,0.0,-384.0,-252.0,0.0,-384.0
101890,116.0,-512.0,-384.0,116.0,-512.0,-384.0
101900,62.0,-256.0,-446.0,62.0,-256.0,-446.0
101910,129.0,17.0,-512.0,129.0,17.0,-512.0
101920,20.0,256.0,-319.0,20.0,256.0,-319.0
101930,14.0,265.0,-301.5,52.0,274.0,-286.0
101940,-510.0,263.0,-407.0,-510.0,263.0,-407.0
101950,-189.0,143.0,-459.5,-189.0,143.0,-459.5
101960,136.0,8.0,-480.0,136.0,8.0,-480.0
101970,-495.0,-462.0,-510.0,-495.0,-462.0,-510.0
101980,-88.0,0.0,-512.0,-88.0,0.0,-512.0
101990,-121.5,-512.0,-457.0,178.0,-256.0,-377.5
102000,148.0,34.0,-511.0,148.0,34.0,-511.0
102010,285.0,272.5,2.5,422.0,511.0,4.0
102020,142.0,0.0,-256.0,142.0,0.0,-256.0
102030,-213.0,0.0,-245.0,-213.0,0.0,-245.0
102040,40.0,98.0,-119.0,40.0,98.0,-119.0
102050,68.0,176.0,0.0,68.0,100.0,-104.0
102060,-188.0,0.0,-352.0,-188.0,0.0,-352.0
102070,1.0,4.0,32.0,1.0,4.0,32.0
102080,160.0,-502.0,-380.0,160.0,-502.0,-380.0
102090,48.0,-310.0,-362.5,48.0,-310.0,-362.5
102100,84.0,420.0,-448.0,84.0,420.0,-448.0
102110,0.0,0.0,-246.0,1.0,16.0,-251.0
102120,160.0,225.5,-229.5,132.0,252.5,-198.5
102130,392.0,505.0,-158.0,8.0,-391.0,-512.0
102140,1.0,102.0,-511.0,1.0,102.0,-511.0
102150,-480.0,-448.0,-410.0,-480.0,-448.0,-410.0
102160,-214.5,-256.0,-447.0,-214.5,-256.0,-447.0
102170,-512.0,0.0,-500.0,0.0,0.0,-502.0
102180,162.0,0.0,-360.0,162.0,0.0,-360.0
102190,16.0,55.0,-328.0,16.0,55.0,-328.0
102200,-217.5,161.0,-377.5,-217.5,161.0,-377.5
102210,-253.0,322.0,-256.0,-253.0,322.0,-256.0
102220,-252.5,204.5,-230.0,-252.5,204.5,-230.0
102230,8.0,415.0,5.0,8.0,415.0,5.0
102240,-60.0,-193.5,-89.5,-60.0,-193.5,-89.5
102250,112.0,-364.0,-224.0,80.0,-496.0,-248.0
102260,200.5,-156.0,-443.5,200.5,-156.0,-443.5
102270,-85.0,-501.0,-288.0,-85.0,-501.0,-288.0
102280,425.0,4.0,-239.0,293.0,128.0,-255.0
102290,-94.5,399.5,17.5,-94.5,399.5,17.5
102300,0.0,0.0,-254.0,0.0,0.0,-254.0
102310,26.0,0.0,-256.0,26.0,0.0,-256.0
102320,12.5,25.0,-347.0,12.5,25.0,-347.0
102330,-96.0,0.0,-192.0,-96.0,0.0,-192.0
102340,-350.5,-512.0,-297.5,-350.5,-512.0,-297.5
102350,-303.5,0.0,-405.5,-303.5,0.0,-405.5
102360,-62.0,-512.0,-486.0,240.0,-512.0,-485.0
102370,240.0,-512.0,-485.0,240.0,-512.0,-485.0
102380,0.0,272.0,-448.0,0.0,272.0,-448.0
102390,-48.0,239.0,-256.0,-48.0,239.0,-256.0
102400,-181.5,42.0,-376.0,-150.0,98.0,-375.5
102410,21.0,308.0,-247.0,21.0,308.0,-247.0
102420,73.0,74.0,-512.0,73.0,74.0,-512.0
102430,9.0,72.0,-512.0,-477.0,-512.0,-512.0
102440,-478.5,-256.0,-512.0,-413.0,0.0,-384.0
102450,8.0,-512.0,-304.0,8.0,-512.0,-304.0
102460,137.5,-204.5,-439.5,138.0,51.5,-505.5
102470,144.0,204.0,-512.0,144.0,204.0,-512.0
102480,146.0,132.0,-512.0,1.0,148.0,-446.0
102490,-47.5,180.0,-448.0,-47.5,180.0,-448.0
102500,48.0,0.0,-252.0,48.0,0.0,-252.0
102510,38.0,129.5,-181.0,18.0,-126.5,-179.0
102520,-493.0,4.0,-128.0,-493.0,4.0,-128.0
102530,81.5,203.0,76.0,161.5,-65.0,-180.0
102540,200.0,-512.0,-374.0,200.0,-512.0,-374.0
102550,36.0,-512.0,-432.0,36.0,-512.0,-432.0
102560,30.5,-256.0,-260.5,22.0,-220.0,-272.5
102580,65.0,511.0,-208.0,1.0,511.0,-199.0
102590,-304.0,128.0,-222.0,-304.0,128.0,-222.0
102600,-109.5,35.5,-501.0,-109.5,35.5,-501.0
102610,-376.0,-512.0,-496.0,-376.0,-512.0,-496.0
102620,65.0,0.0,-383.0,65.0,0.0,-383.0
102630,-93.0,-256.0,-224.0,-93.0,-256.0,-224.0
102640,-247.0,91.0,18.0,-247.0,91.0,18.0
102650,32.0,96.0,-512.0,32.0,96.0,-512.0
102660,187.0,65.0,-512.0,22.0,65.0,-512.0
102670,109.0,0.5,-508.0,109.0,0.5,-508.0
102680,68.0,18.0,-438.0,68.0,18.0,-438.0
102690,-219.0,200.0,-251.0,-219.0,200.0,-251.0
102700,-352.0,0.0,-320.0,-352.0,0.0,-320.0
102710,36.5,-256.0,-381.5,36.5,-256.0,-370.0
102720,1.0,-447.0,-324.0,1.0,-447.0,-324.0
102730,1.0,65.0,-254.0,1.0,65.0,-254.0
102740,-288.0,336.5,-316.0,-32.0,352.5,-300.5
102750,96.0,369.0,-384.0,96.0,369.0,-384.0
102760,36.0,337.0,-186.0,36.0,337.0,-186.0
102770,32.0,185.0,-384.0,32.0,156.0,-368.0
102780,308.0,132.0,-223.0,308.0,132.0,-223.0
102790,125.5,32.0,-303.5,125.5,32.0,-303.5
102800,385.0,-512.0,-461.0,385.0,-512.0,-461.0
102810,136.0,-512.0,-510.0,188.0,0.0,0.0
102820,26.0,0.0,-224.0,26.0,0.0,-224.0
102830,33.5,167.5,-453.5,33.5,167.5,-453.5
102840,3.0,226.0,-284.0,3.0,226.0,-284.0
102850,270.0,262.0,-271.0,270.0,262.0,-271.0
102860,405.0,180.5,-392.0,405.0,180.5,-392.0
102870,384.0,99.0,-512.0,394.0,371.0,-448.0
102880,192.0,301.5,-459.0,192.0,301.5,-459.0
102890,320.0,-444.0,-511.0,320.0,-444.0,-511.0
102900,178.0,-159.0,-429.5,144.0,65.0,-365.5
102910,0.0,0.0,-384.0,134.0,0.0,-512.0
102920,407.0,0.0,-510.0,407.0,0.0,-510.0
102930,334.5,0.0,-215.5,334.5,0.0,-215.5
102940,199.0,0.0,-503.0,199.0,0.0,-503.0
102950,0.0,0.0,-439.0,0.0,0.0,-439.0
102960,16.0,308.0,-256.0,16.0,308.0,-256.0
102970,-240.0,354.0,-236.0,-240.0,354.0,-236.0
102980,0.0,135.0,-384.0,0.0,135.0,-384.0
102990,400.0,144.0,-305.0,400.0,144.0,-305.0
103000,208.0,192.5,-374.0,208.0,192.5,-374.0
103010,20.0,64.0,-512.0,20.0,64.0,-512.0
103020,-210.5,-175.5,-245.0,13.0,116.5,-241.0
103030,258.0,0.0,-496.0,258.0,0.0,-496.0
103040,-141.0,-512.0,-334.0,-158.5,-512.0,-336.0
103050,0.0,-412.0,-256.0,0.0,-412.0,-256.0
103060,292.0,103.0,-224.0,352.0,291.0,-240.0
103070,82.0,138.0,-254.0,82.0,138.0,-254.0
103080,1.0,91.0,-496.0,137.0,91.0,-496.0
103090,3.0,69.0,-487.0,3.0,69.0,-487.0
103100,259.0,133.0,-469.0,259.0,133.0,-469.0
103110,73.0,270.5,-248.5,73.0,270.5,-248.5
103120,16.0,289.0,-251.0,16.0,360.0,-185.5
103130,80.0,77.0,-152.0,80.0,77.0,-152.0
103140,170.0,34.0,-370.0,176.5,0.0,-376.0
103150,0.0,-512.0,-508.0,-488.0,-512.0,-256.0
103160,-246.0,-442.5,-380.0,-246.0,-442.5,-380.0
103170,21.0,-512.0,-360.0,21.0,-512.0,-360.0
103180,302.0,0.0,-448.0,42.0,0.0,-440.0
103190,0.0,0.0,24.0,0.0,0.0,24.0
103200,4.5,0.0,-115.0,0.0,0.0,-370.0
103210,160.0,-512.0,-382.0,160.0,-512.0,-382.0
103220,33.0,0.0,-320.0,33.0,0.0,-320.0
103230,11.0,262.5,-464.0,11.0,262.5,-464.0
103240,69.0,0.0,37.0,69.0,0.0,37.0
103250,-444.0,0.0,40.0,-444.0,0.0,40.0
103260,210.0,487.5,-242.5,134.5,487.5,-253.5
103270,112.0,463.0,38.0,-367.0,263.0,-254.0
103280,41.0,35.0,-320.0,-103.5,25.5,-350.0
103290,33.0,0.0,-460.0,33.0,0.0,-460.0
103300,139.0,-190.0,-249.5,139.0,-190.0,-249.5
103310,256.0,321.0,-224.0,328.0,196.5,-288.0
103320,129.0,2.0,-295.0,129.0,2.0,-295.0
103330,-87.0,4.0,-147.0,-367.0,8.0,1.0
103340,6.0,0.0,-383.0,6.0,0.0,-383.0
103350,248.5,-62.0,-382.5,248.5,-62.0,-382.5
103360,64.0,-507.0,-510.0,64.0,-507.0,-510.0
103370,154.0,147.0,-496.0,154.0,147.0,-496.0
103380,80.0,508.0,-482.0,68.0,508.0,-462.0
103390,130.0,233.0,-478.0,130.0,233.0,-478.0
103400,-111.0,325.0,-458.0,-111.0,325.0,-458.0
103410,0.0,511.0,-504.0,0.0,511.0,-504.0
103420,0.0,168.0,-256.0,0.0,168.0,-256.0
103430,32.0,64.0,-319.5,112.0,48.0,-287.0
103440,-336.0,0.0,-512.0,-336.0,0.0,-512.0
103450,5.0,341.0,-512.0,5.0,341.0,-512.0
103460,2.0,192.0,-472.0,-384.0,1.0,-352.0
103470,145.0,49.0,-346.0,145.0,49.0,-346.0
103480,-77.5,-256.0,-440.0,-384.0,-512.0,-496.0
103490,384.0,0.0,-448.0,244.5,0.0,-470.0
103500,139.0,0.0,-508.0,139.0,0.0,-508.0
103510,-152.0,-512.0,-507.5,-152.0,-512.0,-507.5
103520,32.0,-494.0,-469.0,32.0,-494.0,-469.0
103530,0.0,272.0,-505.0,0.0,272.0,-505.0
103540,113.0,160.0,-507.0,113.0,160.0,-507.0
103550,21.0,450.5,-448.0,-107.0,479.5,-320.0
103560,5.0,511.0,-256.0,5.0,511.0,-256.0
103570,4.0,511.0,-256.0,4.0,511.0,-256.0
103580,25.0,80.0,-496.0,25.0,80.0,-496.0
103590,32.0,-256.0,-448.0,32.0,-256.0,-448.0
103600,-480.0,259.0,-231.0,16.0,3.0,-255.0
103610,93.0,101.0,-346.0,93.0,101.0,-346.0
103620,34.0,130.0,-500.0,34.0,130.0,-500.0
103630,-189.5,213.0,-319.0,-445.5,0.0,-413.5
103640,-271.0,-256.0,-477.0,-271.0,-256.0,-477.0
103650,98.0,-512.0,-510.0,33.0,-512.0,-512.0
103660,96.0,4.0,-509.5,96.0,4.0,-509.5
103670,264.0,297.0,-509.0,264.0,297.0,-509.0
103680,129.0,338.0,-471.5,129.0,338.0,-471.5
103690,102.0,416.5,-320.0,64.0,416.5,-319.0
103700,-190.0,257.0,-176.0,-222.0,0.0,-496.0
103710,-229.0,0.0,-512.0,-229.0,0.0,-512.0
103720,-512.0,-127.0,-512.0,-319.0,257.0,-507.5
103730,41.0,259.0,-505.0,41.0,259.0,-505.0
103740,-56.0,5.5,-435.0,-56.0,5.5,-435.0
103750,-430.0,0.0,-384.0,67.0,0.0,-512.0
103760,143.0,-256.0,-478.5,143.0,-256.0,-478.5
103770,89.5,-512.0,-510.0,297.0,-414.5,-510.0
103780,193.0,511.0,-495.0,193.0,511.0,-495.0
103790,2.0,425.0,-252.0,2.0,425.0,-252.0
103800,-224.0,0.0,-249.0,-224.0,0.0,-249.0
103810,160.0,0.0,-189.0,148.0,25.0,1.0
103820,202.5,157.0,132.5,288.5,273.0,132.0
103830,-190.0,-512.0,-190.0,-159.0,-256.0,-220.0
103840,384.0,8.0,-222.0,384.0,8.0,-222.0
103850,26.0,-512.0,-96.0,26.0,-512.0,-96.0
103860,-382.0,-512.0,136.0,258.0,-512.0,8.0
103870,-144.0,-512.0,-190.0,-144.0,-512.0,-190.0
103880,33.0,0.0,208.0,33.0,0.0,208.0
103890,43.0,19.0,-93.0,59.0,71.0,-183.0
103900,8.0,0.0,-477.0,8.0,0.0,-477.0
103910,22.0,186.0,-499.0,22.0,186.0,-499.0
103920,16.5,223.0,-384.0,10.5,223.0,-342.0
103930,129.0,3.0,-172.0,129.0,3.0,-172.0
103940,65.0,272.5,20.0,65.0,272.5,20.0
103950,256.0,128.0,-227.0,256.0,128.0,-227.0
103960,234.0,-499.0,-416.0,234.0,-499.0,-416.0
103970,274.0,26.0,-349.0,340.0,40.0,-302.0
103980,108.0,-510.0,140.0,108.0,-510.0,140.0
104000,-106.5,0.0,1.5,-106.5,0.0,1.5
104010,416.0,-512.0,-512.0,416.0,-512.0,-512.0
104020,146.5,-512.0,-512.0,132.0,-512.0,-512.0
104030,241.0,272.5,38.0,249.5,182.0,-89.5
104040,25.0,324.0,-245.0,25.0,324.0,-245.0
104050,8.0,511.0,17.0,8.0,511.0,17.0
104060,300.0,0.0,-492.0,300.0,0.0,-492.0
104070,2.0,70.0,-378.0,2.0,84.0,-384.0
104080,149.5,248.0,-312.0,149.5,248.0,-312.0
104090,405.0,0.0,-320.0,405.0,0.0,-320.0
104100,261.0,37.0,128.0,261.0,37.0,128.0
104110,-63.5,-512.0,-512.0,-63.5,-512.0,-512.0
104120,0.0,-512.0,-398.0,0.0,-512.0,-398.0
104130,-85.0,198.0,-507.5,-21.0,354.5,-395.5
104140,-463.5,51.0,-349.0,-463.5,339.0,-405.0
104150,-412.5,190.5,-501.5,-397.5,18.0,-376.0
104160,-350.0,0.0,-512.0,-350.0,0.0,-512.0
104170,1.0,0.0,-447.0,9.0,0.0,-444.0
104180,33.0,-512.0,-510.0,33.0,-512.0,-510.0
104190,64.0,65.0,-369.0,64.0,65.0,-369.0
104200,164.0,65.0,-368.0,164.0,65.0,-368.0
104210,64.5,108.5,-238.0,64.5,108.5,-238.0
104220,33.0,-512.0,-125.0,33.0,-512.0,-125.0
104230,-371.0,-256.0,-443.5,-371.0,-256.0,-443.5
104240,26.0,-512.0,-512.0,26.0,-512.0,-512.0
104250,9.0,0.0,-512.0,9.0,0.0,-512.0
104260,-99.5,259.0,-452.0,-99.5,259.0,-452.0
104270,-496.0,0.0,-222.0,-429.0,-512.0,-77.0
104280,-114.0,85.5,-393.5,162.0,102.5,-403.5
104290,-512.0,0.0,-510.0,-512.0,-512.0,-512.0
104300,-512.0,-512.0,-447.5,-512.0,-512.0,-447.5
104310,5.0,276.0,-368.0,29.0,0.0,-376.0
104320,14.5,177.5,-185.0,0.0,177.5,-56.5
104330,457.0,81.0,-303.0,457.0,81.0,-303.0
104340,0.0,0.0,0.0,0.0,0.0,0.0
104350,130.0,-319.5,-126.5,2.0,-207.0,3.0
104360,-74.0,-512.0,-233.5,-74.0,-512.0,-233.5
104370,96.0,0.0,-400.0,96.0,0.0,-400.0
104380,141.0,0.0,-370.0,141.0,0.0,-370.0
104390,0.0,453.0,-511.0,0.0,453.0,-511.0
104400,-224.0,196.0,-236.0,-224.0,196.0,-236.0
104410,128.0,320.0,-384.0,128.0,320.0,-384.0
104420,-245.0,246.0,-127.0,-341.5,123.0,-191.5
104430,-286.0,-512.0,-512.0,-286.0,-512.0,-512.0
104440,-480.0,-512.0,-447.0,-496.0,-512.0,-382.0
104450,70.5,-511.5,-384.0,138.0,-124.0,-352.0
104460,34.0,0.0,-412.0,34.0,0.0,-412.0
104470,-108.0,511.0,36.0,-108.0,511.0,36.0
104480,35.0,98.0,-237.0,35.0,98.0,-237.0
104490,138.0,4.0,-470.0,138.0,4.0,-470.0
104500,258.0,-256.0,26.0,258.0,-256.0,26.0
104510,425.0,-62.0,-80.0,297.5,2.0,-314.5
104520,-512.0,0.0,66.0,-512.0,0.0,66.0
104530,128.0,128.0,-304.0,144.0,-256.0,-416.0
104540,288.0,-512.0,-512.0,288.0,-512.0,-512.0
104550,50.0,240.0,-512.0,50.0,240.0,-512.0
104560,203.0,486.0,-511.0,203.0,486.0,-511.0
104570,77.0,63.0,-496.0,77.0,63.0,-496.0
104580,7.0,511.0,-372.0,7.0,511.0,-372.0
104590,68.0,262.0,-217.0,68.0,262.0,-217.0
104600,-256.0,-118.0,-443.0,-256.0,-118.0,-443.0
104610,-496.0,-360.0,-316.0,-496.0,-360.0,-316.0
104620,-492.0,0.0,-495.0,-492.0,0.0,-495.0
104630,-27.5,0.0,-494.5,-27.5,0.0,-494.5
104640,1.0,0.0,-495.0,129.0,36.0,-484.0
104650,-247.0,90.0,-436.5,-247.0,90.0,-436.5
104660,-512.0,0.0,-496.0,-480.0,183.0,-512.0
104670,-237.0,347.0,-484.5,-237.0,347.0,-484.5
104680,82.0,485.0,-414.0,105.0,64.0,-192.0
104690,105.0,64.0,-192.0,105.0,64.0,-192.0
104700,44.0,380.0,-357.0,44.0,380.0,-357.0
104710,-146.0,370.0,-248.0,-146.0,370.0,-248.0
104720,-154.0,-360.0,-512.0,-154.0,-360.0,-512.0
104730,2.0,-512.0,-512.0,32.0,-512.0,-512.0
104740,-44.0,-256.0,-495.5,-44.0,-256.0,-495.5
104750,-28.0,-223.0,-447.5,68.5,161.0,-443.5
104760,64.0,114.0,-492.0,68.0,511.0,16.0
104770,183.0,511.0,-87.5,183.0,511.0,-87.5
104780,133.0,36.0,-487.0,133.0,36.0,-487.0
104790,455.0,0.0,-207.0,455.0,0.0,-207.0
104800,5.0,-383.0,0.0,5.0,-383.0,0.0
104810,136.0,-381.0,228.0,136.0,-365.0,48.0
104820,101.5,-81.5,120.0,101.5,-81.5,120.0
104830,268.0,-512.0,0.0,268.0,-512.0,0.0
104840,6.0,-512.0,73.0,166.0,-512.0,-431.0
104850,211.0,-512.0,-438.5,211.0,-512.0,-438.5
104860,266.5,76.5,-448.0,266.5,76.5,-448.0
